City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
203,Oyama,JP,36.3,139.8,36.03,64,100,6.42,overcast clouds
204,Zunyi,CN,27.6867,106.9072,34.9,92,4,2.24,clear sky
205,Piranhas,BR,-16.4269,-51.8222,73.29,94,45,4.07,scattered clouds
206,Morant Bay,JM,17.8815,-76.4093,79.66,75,25,10.76,scattered clouds
207,Ancud,CL,-41.8697,-73.8203,73.22,79,12,2.86,few clouds
208,Auki,SB,-8.7676,160.7034,76.98,91,100,4.07,overcast clouds
209,Gagarin,RU,55.5529,34.9954,23.25,85,98,13.11,overcast clouds
210,La Romana,DO,18.4273,-68.9728,79.16,78,20,6.91,few clouds
211,Pemangkat,ID,1.1667,108.9667,77.29,89,86,3.6,overcast clouds
212,Yatou,CN,37.15,122.3833,34.84,96,100,10.54,snow
213,Bilibino,RU,68.0546,166.4372,-29.92,100,85,2.46,overcast clouds
214,Victoria,HK,22.2855,114.1577,60.24,83,100,10.0,overcast clouds
215,Port Blair,IN,11.6667,92.75,73.44,73,20,2.3,mist
216,Esperance,AU,-33.8667,121.9,63.1,72,41,12.68,scattered clouds
217,Alice Springs,AU,-23.7,133.8833,78.35,34,0,5.75,clear sky
218,Slavsk,RU,55.0425,21.677,33.12,75,100,11.79,overcast clouds
219,Novobelokatay,RU,55.7062,58.9549,1.67,100,100,2.62,overcast clouds
220,Longyearbyen,SJ,78.2186,15.6401,15.64,92,100,6.91,light snow
221,Bethanien,NA,-26.502,17.1583,74.46,62,65,9.75,light rain
222,Guerrero Negro,MX,27.9769,-114.0611,81.18,20,13,10.09,few clouds
223,Bonavista,CA,48.6499,-53.1147,36.12,75,100,16.98,overcast clouds
224,Airai,TL,-8.9266,125.4092,62.53,85,40,2.28,scattered clouds
225,Jibuti,DJ,11.5,42.5,71.02,73,2,8.63,clear sky
226,Korba,IN,22.35,82.6833,53.8,32,1,4.92,clear sky
227,Colares,PT,38.7992,-9.4469,55.29,74,22,20.0,few clouds
228,Shenjiamen,CN,29.9576,122.298,43.29,76,51,15.88,broken clouds
229,Rehnan,IR,32.6846,51.6013,27.91,45,0,1.34,clear sky
230,Sicamous,CA,50.8331,-118.9856,44.19,96,80,1.32,broken clouds
231,Narsaq,GL,60.9167,-46.05,21.42,95,100,3.69,light snow
232,Povenets,RU,62.8487,34.8262,28.8,96,100,13.02,light snow
233,Padang,ID,-0.9492,100.3543,76.1,81,99,4.16,overcast clouds
234,Nosy Varika,MG,-20.5833,48.5333,75.25,88,31,0.56,scattered clouds
235,Ptichye,RU,45.5168,41.7115,28.78,83,0,6.55,clear sky
236,Sydney,AU,-33.8679,151.2073,77.27,66,75,8.05,broken clouds
237,Namatanai,PG,-3.6667,152.4333,82.54,72,100,5.64,overcast clouds
238,Northam,GB,51.0333,-4.2167,46.62,87,100,19.44,overcast clouds
239,Igarka,RU,67.4667,86.5833,-12.32,91,15,7.25,few clouds
240,Mana,GF,5.6592,-53.7767,76.24,90,31,9.04,scattered clouds
241,Karratha,AU,-20.7377,116.8463,85.93,56,76,4.52,broken clouds
242,Kodiak,US,57.79,-152.4072,38.71,65,0,10.36,clear sky
243,Labuhan,ID,-6.8844,112.2051,75.67,92,100,6.49,moderate rain
244,Fernie,CA,49.5,-115.0687,39.34,83,84,2.95,broken clouds
245,Yarmouth,US,41.7057,-70.2286,35.71,93,100,10.36,snow
246,Kannauj,IN,27.0546,79.922,52.61,66,0,0.25,clear sky
247,Great Bend,US,38.3645,-98.7648,52.88,31,0,12.66,clear sky
248,Mar Del Plata,AR,-38.0023,-57.5575,66.22,70,0,3.44,clear sky
249,Callaguip,PH,18.0714,120.4867,76.87,78,54,3.49,broken clouds
250,Arraial Do Cabo,BR,-22.9661,-42.0278,75.81,89,9,11.25,clear sky
251,Swabi,PK,34.1199,72.4699,55.26,33,100,2.62,overcast clouds
252,Edd,ER,13.9297,41.6925,76.86,78,30,4.5,scattered clouds
253,Madang,PG,-5.2246,145.7966,77.0,90,100,4.65,overcast clouds
254,Taikang,CN,46.8333,124.4167,-8.97,99,98,6.69,overcast clouds
255,Mmabatho,ZA,-25.85,25.6333,67.89,41,58,7.96,broken clouds
256,Bonfim,BR,3.0833,-59.95,86.09,51,87,10.31,overcast clouds
257,Amapa,BR,1.0,-52.0,73.22,96,92,4.07,light rain
258,Vila Do Maio,CV,15.1333,-23.2167,72.39,76,66,17.34,broken clouds
259,Faya,SA,18.3851,42.4509,48.72,48,67,2.39,broken clouds
260,Tamiahua,MX,21.2667,-97.45,60.98,47,30,13.6,scattered clouds
261,Maldonado,UY,-34.6667,-54.9167,68.14,64,5,6.42,clear sky
262,Avarua,CK,-21.2078,-159.775,80.65,78,40,2.3,scattered clouds
263,Inongo,CD,-1.95,18.2667,74.57,86,99,8.84,overcast clouds
264,Gospic,HR,44.5461,15.3747,31.69,76,55,3.18,broken clouds
265,Santa Cruz,BO,-17.8,-63.1667,78.26,65,91,4.61,overcast clouds
266,Salta,AR,-24.7859,-65.4117,66.49,77,95,5.01,overcast clouds
267,Kandiaro,PK,27.0601,68.2091,60.82,28,0,7.74,clear sky
268,Sinnamary,GF,5.3833,-52.95,76.59,89,67,9.78,broken clouds
269,Bataipora,BR,-22.2953,-53.2711,79.12,61,95,3.44,overcast clouds
270,Flinders,AU,-34.5833,150.8552,73.18,72,100,7.0,overcast clouds
271,Aranos,NA,-24.1333,19.1167,70.72,66,100,12.17,overcast clouds
272,Kahului,US,20.8947,-156.47,80.62,66,20,17.27,few clouds
273,Pisco,PE,-13.7,-76.2167,73.45,64,0,20.71,clear sky
274,Sola,VU,-13.8833,167.55,82.24,77,100,18.5,overcast clouds
275,Angoche,MZ,-16.2325,39.9086,77.29,88,20,4.47,few clouds
276,Balao,EC,-2.9167,-79.8167,84.11,77,98,1.5,light rain
277,Sambava,MG,-14.2667,50.1667,73.38,96,46,6.31,scattered clouds
278,Kontagora,NG,10.3999,5.4695,79.09,15,9,4.92,clear sky
279,Kendari,ID,-3.945,122.4989,75.67,91,65,2.13,broken clouds
280,Huarmey,PE,-10.0681,-78.1522,74.46,75,25,10.18,scattered clouds
281,Jega,NG,12.2175,4.3792,76.32,12,57,9.31,broken clouds
282,Dunedin,NZ,-45.8742,170.5036,59.54,64,2,4.76,clear sky
283,Kulob,TJ,37.9145,69.783,47.16,87,100,4.47,overcast clouds
284,Kavieng,PG,-2.5744,150.7967,81.99,77,97,6.24,moderate rain
285,Pitimbu,BR,-7.4706,-34.8086,81.1,75,6,12.73,clear sky
286,Harper,LR,4.375,-7.7169,77.81,85,52,4.12,broken clouds
287,Ulladulla,AU,-35.35,150.4667,73.76,52,100,8.95,overcast clouds
288,Boguchany,RU,58.3814,97.4531,-22.25,100,83,3.27,broken clouds
289,Aksu,CN,41.1231,80.2644,27.48,41,21,5.23,few clouds
290,Owensboro,US,37.7742,-87.1133,36.27,51,75,9.22,broken clouds
291,Gunjur,GM,13.2019,-16.7339,69.87,73,60,6.91,broken clouds
292,Zemio,CF,5.0314,25.1361,77.79,24,76,5.77,broken clouds
